Crash_ID,Unit_Nbr,Drvr_Lic_Endors_ID
13649769,1,96
13649769,2,96
13649770,1,99
13649770,2,99
13649774,1,98
13649779,2,99
13649788,1,98
13649788,2,98
13649815,1,99
13649819,1,96
13649819,3,96
13649820,1,99
13649820,2,96
13649821,1,96
13649824,1,96
13649824,2,96
13649894,1,99
13651049,1,98
13651529,1,96
13651529,2,96
13651632,1,99
13651632,2,98
13651633,1,98
13651633,2,98
13652004,1,99
13652004,2,96
13652012,1,8
13652012,2,96
13652110,1,99
13654598,1,99
13655351,1,96
13655351,2,96
13655351,3,96
13655355,1,98
13655355,2,98
13655356,1,96
13655356,2,98
13655358,1,96
13655358,2,96
13655418,1,96
13655418,2,96
13655423,1,98
13655423,2,98
13655427,1,99
13655427,2,99
13655428,1,99
13655428,3,96
13655430,1,99
13655430,2,98
13655432,1,99
13655432,2,96
13655440,1,96
13655440,2,96
13655445,1,96
13655445,2,96
13655448,1,98
13655448,2,98
13655451,1,8
13655451,2,96
13655455,1,96
13655455,2,96
13655457,1,96
13655457,2,96
13655458,1,99
13655458,2,96
13655460,2,96
13655462,1,98
13655462,2,96
13655465,1,96
13655465,2,96
13655472,2,99
13655475,1,96
13655475,2,96
13655475,3,96
13655475,4,96
13655475,5,96
13655476,1,96
13655477,1,98
13655477,2,98
13655480,1,99
13655480,2,96
13655483,1,99
13655483,2,8
13655484,1,96
13655491,1,96
13655491,2,96
13655494,1,8
13655494,2,96
13655507,1,99
13655507,2,99
13655507,3,99
13655510,1,99
13655510,2,96
13655510,3,98
13659037,1,98
13659037,2,98
13659037,3,99
13659041,1,99
13659041,3,99
13659043,1,96
13659043,2,96
13659044,1,96
13659044,2,96
13659045,1,96
13659045,2,96
13659046,1,8
13659046,2,96
13659049,1,8
13659049,2,96
13659057,1,99
13659057,2,99
13659058,1,99
13659058,2,8
13659058,3,96
13659061,1,96
13659061,2,96
13659063,1,8
13659063,2,96
13659064,1,99
13659064,2,99
13659066,1,98
13659066,2,98
13659067,1,98
13659067,2,96
13659071,1,96
13659071,2,96
13659404,1,96
13659404,2,96
13659406,1,96
13659406,2,96
13659411,1,96
13659411,2,98
13659417,1,99
13659417,2,96
13659422,1,99
13659422,2,99
13659428,1,96
13659428,2,8
13659432,1,96
13659432,2,96
13659435,1,8
13659437,1,8
13659441,1,99
13659441,2,98
13659442,2,96
13659444,1,8
13659444,2,96
13659447,1,99
13659447,2,99
13659450,1,99
13659450,2,99
13659453,1,96
13659454,1,96
13659454,2,96
13659458,2,96
13659459,1,99
13659459,2,96
13659480,1,8
13659480,2,96
13660061,1,99
13660061,2,96
13660063,1,96
13660063,2,96
13660073,1,99
13660073,2,96
13660076,1,98
13660076,2,96
13660087,1,8
13660089,1,96
13660090,1,8
13660092,1,99
13660093,1,96
13660093,2,96
13660094,1,96
13660094,2,8
13660095,1,96
13660100,1,96
13660100,2,98
13660101,1,8
13660101,2,96
13660105,1,98
13660105,2,98
13660106,1,99
13660106,2,96
13660109,1,96
13660109,2,96
13660113,1,98
13660113,2,96
13660116,1,98
13660116,2,98
13660117,1,96
13660117,2,96
13660118,1,96
13660118,2,96
13660119,1,8
13660119,2,96
13660121,1,99
13660121,2,96
13660128,1,96
13660128,2,96
13660130,1,99
13660130,2,98
13660134,1,96
13660134,2,98
13660137,1,96
13660139,1,96
13660139,2,98
13660142,1,99
13660142,2,99
13660145,1,96
13660145,2,96
13660458,1,96
13660458,2,96
13660459,1,96
13660663,1,96
13660663,2,98
13660664,1,99
13660664,2,98
13660666,1,96
13660670,1,99
13660670,2,96
13661078,1,96
13661078,2,96
13661079,1,96
13661079,2,96
13661080,1,96
13661473,1,96
13661473,2,96
13661500,1,98
13661500,3,8
13661502,1,2
13661502,1,5
13661502,1,6
13661502,1,7
13661502,3,96
13661520,1,98
13661520,2,96
13661537,1,3
13661537,3,8
13664018,1,96
13664019,1,98
13664022,1,96
13664025,1,99
13664174,1,96
13664174,2,99
13664176,1,6
13664177,1,98
13664177,3,3
13664177,3,5
13664178,1,96
13664250,1,3
13664250,1,6
13664251,1,98
13664295,1,96
13664301,1,8
13664301,2,96
13664305,1,99
13664305,2,96
13664306,1,3
13664306,2,96
13664310,1,99
13664310,2,96
13664312,2,8
13664313,1,96
13664313,2,96
13664321,1,98
13664321,2,98
13664322,1,8
13664322,2,96
13664336,1,99
13664336,2,99
13664337,1,98
13664337,2,98
13664453,2,8
13666712,1,99
13666712,2,99
13666713,1,98
13666713,2,98
13666718,1,96
13666718,2,96
13666729,2,96
13666731,1,96
13666731,2,96
13666735,1,2
13666735,1,3
13666735,1,6
13666735,2,99
13667151,1,99
13667193,1,96
13667199,1,98
13667199,2,96
13667199,3,98
13667207,1,96
13667207,2,96
13667215,1,96
13667215,2,8
13667216,1,96
13667226,2,96
13667227,1,96
13667227,2,96
13667228,1,99
13667228,2,8
13667232,1,96
13667244,2,8
13667249,1,98
13667249,2,98
13667252,1,99
13667252,2,99
13667253,1,96
13667253,2,96
13667255,1,99
13667255,2,96
13667257,1,99
13667257,2,96
13667257,3,8
13667257,4,96
13667258,1,99
13667258,2,96
13667259,1,96
13667259,2,96
13667264,1,8
13667268,1,99
13667268,2,96
13667269,1,96
13667269,2,96
13667271,1,99
13667271,2,96
13667276,1,98
13667276,2,99
13667278,1,99
13667278,2,99
13667288,2,96
13667290,1,99
13667290,2,96
13667298,1,99
13667298,2,99
13667300,1,96
13667300,2,8
13667304,1,99
13667304,2,99
13667306,1,99
13667306,2,96
13667308,1,98
13667308,2,96
13667309,1,96
13667505,1,98
13667505,2,98
13667506,1,96
13667506,2,96
13669842,2,96
13669844,1,96
13669844,2,96
13669845,1,98
13669845,2,98
13669848,1,96
13669848,2,98
13669903,1,96
13669904,1,96
13669904,2,98
13669908,1,96
13669908,2,96
13669910,1,96
13669910,2,96
13669911,2,96
13670006,1,96
13670006,2,96
13670639,1,96
13670641,1,96
13670641,2,96
13670642,1,96
13670646,1,99
13670647,1,99
13670826,1,96
13670833,1,99
13670833,2,98
13670931,1,96
13670931,2,96
13671882,1,98
13671882,3,98
13671927,1,96
13671927,3,96
13671927,4,99
13672201,2,96
13672205,2,96
13672207,1,99
13672207,2,98
13672209,1,96
13672209,2,8
13672218,1,96
13672218,2,96
13672218,3,96
13672222,1,96
13672222,2,96
13672224,1,99
13672224,2,96
13672238,1,96
13672238,2,96
13672239,1,99
13672239,2,98
13672241,1,99
13672242,1,99
13672242,2,99
13672243,1,8
13672245,1,96
13672245,2,96
13672250,1,96
13672250,2,2
13672250,2,3
13672250,2,4
13672391,2,96
13672395,1,8
13672813,1,99
13672813,2,96
13672892,1,98
13672893,1,96
13672893,2,96
13672894,1,96
13672894,2,8
13672897,1,8
13672900,1,99
13672900,2,98
13672906,1,96
13672906,2,98
13672908,2,96
13675435,1,96
13675435,2,96
13675495,1,96
13675495,2,96
13675496,1,98
13675496,2,96
13675500,1,96
13675500,2,98
13675511,1,96
13675522,2,96
13675527,1,98
13675527,2,96
13675536,1,96
13675544,1,98
13675546,1,98
13675677,2,96
13675681,1,99
13675681,2,5
13675684,1,96
13675684,2,96
13675719,1,99
13675719,2,96
13675729,1,99
13675729,2,99
13675730,1,8
13675730,2,98
13675736,1,96
13675736,2,8
13675737,1,99
13675737,2,98
13675738,2,96
13675810,1,99
13675810,2,96
13675810,3,99
13675811,1,96
13675811,2,98
13675859,1,96
13675859,2,96
13675864,1,96
13675864,2,99
13675869,1,99
13675869,2,99
13675928,1,98
13675928,2,99
13675934,1,96
13675934,2,98
13675935,1,99
13675935,2,98
13675938,1,99
13675938,2,96
13675942,1,99
13675942,2,98
13675954,1,99
13675954,2,99
13675963,1,98
13675963,2,98
13675967,1,96
13675967,2,96
13675984,1,96
13675989,1,99
13675989,2,99
13675990,1,96
13675990,2,98
13675995,1,98
13675995,2,96
13675999,1,99
13676000,1,96
13676000,2,96
13676002,1,99
13676002,2,96
13676004,1,96
13676039,1,98
13676039,2,99
13676349,1,96
13676349,2,96
13676349,3,96
13676349,4,98
13676350,1,6
13676350,1,7
13676350,3,96
13676362,1,96
13676362,3,99
13677750,1,98
13677750,2,98
13677752,1,99
13677752,2,99
13677753,1,99
13677753,2,99
13677754,1,99
13677754,2,96
13677768,1,99
13677768,2,98
13677769,1,96
13677769,2,96
13677769,3,98
13677779,1,8
13677779,2,96
13677784,1,96
13677784,2,96
13677810,1,99
13680697,2,96
13680698,1,96
13680699,2,96
13680700,1,99
13680700,2,96
13680702,1,99
13680702,2,96
13680706,1,98
13680706,2,98
13680707,1,96
13680707,2,99
13680708,1,96
13680708,2,96
13680715,1,96
13680715,2,96
13680718,2,99
13680859,1,96
13680859,2,98
13680861,1,96
13680861,2,96
13680864,1,96
13680865,1,96
13680865,2,98
13680877,1,99
13680877,2,99
13680887,1,96
13680890,1,98
13680890,2,99
13680891,1,96
13680891,2,96
13680892,1,96
13680892,2,96
13680896,1,96
13680897,1,99
13680897,2,99
13680900,2,96
13680900,3,96
13680901,1,96
13680901,2,96
13680901,3,98
13680902,1,96
13680902,2,96
13680903,1,96
13680903,2,96
13680903,3,96
13680904,1,96
13680904,2,96
13680906,1,96
13680906,2,96
13680907,1,99
13680907,2,96
13680909,1,98
13680909,2,96
13680910,3,98
13680910,4,96
13680939,1,3
13680939,3,96
13680942,1,96
13680942,2,99
13680949,1,98
13680949,3,99
13680970,1,98
13680970,3,96
13681754,1,99
13681759,1,96
13682235,1,99
13685642,1,96
13685642,2,98
13685643,1,8
13685643,2,8
13685645,1,96
13685645,2,96
13685755,2,99
13685764,1,8
13685764,2,98
13685765,1,96
13685765,2,96
13685766,1,99
13685766,2,96
13685770,1,96
13685770,2,96
13687086,1,99
13687369,1,96
13687369,2,98
13687371,1,99
13687371,2,99
13687374,1,96
13687374,2,96
13687376,1,96
13687376,2,96
13687377,1,99
13687377,2,99
13687378,1,99
13687378,2,96
13687379,1,99
13687379,2,99
13687391,1,8
13687396,1,99
13687396,2,99
13687398,2,99
13687399,1,96
13687399,2,96
13687463,1,99
13687464,1,99
13687464,2,96
13687540,1,99
13687551,1,99
13687604,2,99
13687608,2,96
13687612,1,96
13687612,2,8
13687618,1,99
13687618,2,99
13687622,1,96
13687622,2,96
13687623,1,96
13687623,2,96
13687625,1,96
13687625,2,96
13687626,2,96
13687627,1,99
13687627,2,99
13687630,1,96
13687630,2,96
13687630,3,98
13687632,1,99
13687632,2,96
13687638,1,8
13687639,1,96
13687639,2,96
13687640,1,96
13687640,2,96
13687689,1,6
13687689,2,96
13687698,1,99
13687702,1,98
13687702,2,96
13687704,1,96
13687704,2,98
13687728,1,96
13687728,2,98
13691786,1,99
13691786,2,96
13691790,1,96
13691792,1,99
13691792,2,96
13691918,1,98
13691918,3,8
13691921,1,96
13691921,3,98
13691921,4,96
13691921,5,96
13692582,1,99
13692583,1,98
13692583,2,98
13692838,1,96
13692838,2,96
13692839,1,96
13692839,2,96
13692842,2,96
13692844,1,99
13692844,2,96
13692884,1,96
13692884,2,98
13692886,1,99
13692886,2,96
13692940,1,8
13692943,1,96
13692943,2,98
13692946,1,96
13692946,2,96
13692949,1,96
13692951,1,96
13692951,2,96
13692953,1,8
13692954,2,98
13692955,1,96
13692955,2,96
13692956,2,96
13692961,1,99
13692961,2,96
13692964,2,96
13692967,2,96
13692978,1,99
13692978,2,99
13692979,1,99
13692979,2,99
13692979,3,99
13692981,1,98
13692981,2,96
13692983,2,96
13692986,1,99
13692986,2,96
13692987,2,96
13692987,3,96
13692988,1,96
13692988,2,96
13692998,1,96
13692998,2,98
13693008,1,98
13693008,2,96
13693010,1,96
13693010,2,96
13693012,1,99
13693012,2,98
13693013,1,99
13693013,3,98
13693015,1,96
13693015,2,96
13693016,1,99
13693016,2,96
13693018,2,96
13693021,1,99
13693021,2,99
13693022,1,96
13693022,2,96
13693023,1,96
13693023,2,96
13693025,1,98
13693025,2,98
13693026,1,99
13693026,2,99
13693026,3,99
13693034,1,96
13693034,2,96
13693034,3,96
13693042,1,99
13693042,2,99
13693058,1,96
13693063,1,96
13693065,1,96
13693065,2,98
13693075,1,98
13693075,2,98
13693331,1,96
13693331,2,96
13693332,1,99
13693344,1,99
13693412,1,96
13693415,1,96
13693415,2,8
13693446,1,99
13693446,2,99
13693448,1,96
13693448,2,96
13693451,1,96
13693459,1,99
13693459,2,96
13693460,1,8
13693460,2,96
13693460,3,96
13693461,1,8
13693461,2,99
13693463,1,98
13693463,2,98
13693465,1,98
13693465,2,98
13697562,1,96
13697562,2,98
13697564,1,98
13697565,1,8
13697565,2,6
13697565,2,7
13697565,2,98
13697590,1,3
13697590,1,6
13697590,2,96
13697591,1,96
13697591,3,96
13697701,1,96
13697704,1,96
13697704,2,98
13697705,1,99
13697705,2,96
13697709,1,96
13697709,2,98
13697712,1,96
13697712,2,96
13697713,1,96
13697713,2,96
13697714,1,98
13697715,2,3
13697717,1,96
13697717,2,96
13697720,1,96
13697722,1,96
13697722,2,96
13697722,3,98
13697723,1,99
13697723,2,98
13697724,1,99
13697726,1,99
13697726,2,98
13697740,1,8
13697740,2,96
13697741,1,8
13697741,2,99
13698035,1,96
13698035,2,96
13698237,1,8
13698237,2,96
13698237,3,96
13698237,4,96
13698391,1,96
13698391,2,98
13698407,1,96
13698407,2,96
13700012,1,8
13700788,1,96
13700788,2,96
13700789,1,96
13700789,2,96
13700789,3,99
13700794,1,96
13700794,2,96
13700795,1,96
13700795,2,98
13700797,1,99
13700797,2,99
13700799,1,98
13700804,1,96
13700804,2,96
13700805,1,98
13700805,2,96
13700809,1,99
13700810,1,96
13700810,2,96
13700810,3,96
13700810,4,96
13700811,1,99
13700811,2,96
13700813,1,99
13700813,2,99
13700815,1,99
13700815,2,98
13700818,1,99
13700818,2,8
13700819,1,99
13700819,2,96
13700826,1,98
13700826,2,96
13700826,3,99
13700828,1,96
13700828,2,96
13700835,1,8
13700835,2,98
13700837,1,96
13700837,2,96
13700838,1,96
13700838,2,96
13700844,2,99
13700852,1,96
13700852,2,96
13701143,1,96
13701144,1,96
13701144,2,96
13701308,1,98
13701308,2,2
13701308,2,5
13701409,1,6
13701409,1,7
13701409,3,96
13701410,1,98
13701410,3,96
13701411,1,96
13701411,3,96
13701412,1,96
13701412,2,98
13701413,1,99
13701413,3,96
13701414,1,98
13701414,3,96
13701415,1,99
13701415,2,98
13703995,1,96
13703995,2,2
13703999,1,8
13703999,2,96
13704341,1,98
13704411,1,96
13704411,2,96
13705711,1,96
13705715,1,96
13705715,2,96
13705719,1,96
13705719,2,96
13705741,1,96
13705741,2,99
13705742,1,8
13705845,1,99
13705845,2,96
13705850,1,96
13705850,2,96
13705853,1,96
13705853,2,8
13705856,1,99
13705856,2,99
13705857,1,99
13705857,2,99
13705861,1,8
13705861,2,96
13705865,1,99
13705865,2,96
13705868,1,98
13705868,2,96
13705869,1,99
13705874,1,96
13705874,2,96
13705875,1,96
13705875,2,96
13705879,1,99
13705879,2,96
13705882,1,8
13705882,2,99
13705883,1,99
13705883,2,96
13705895,1,98
13705897,1,98
13705897,2,96
13705897,3,98
13705898,1,96
13705898,2,8
13705903,1,99
13705903,2,96
13705904,1,98
13705904,2,96
13705908,1,99
13705908,2,98
13705914,1,99
13705914,2,96
13705918,1,99
13705918,2,96
13705920,1,96
13705920,2,96
13705923,1,8
13705927,2,96
13705931,1,98
13705931,2,98
13705933,1,99
13705933,2,98
13705934,1,98
13705934,2,96
13705939,1,96
13705942,2,96
13705943,1,96
13705943,2,99
13705949,1,98
13705949,2,96
13705953,1,96
13705953,2,8
13705953,3,8
13705955,1,96
13705955,2,96
13705956,1,99
13705956,2,99
13705962,1,96
13705962,2,96
13705962,3,96
13705962,4,96
13705963,1,98
13705963,2,99
13705973,2,96
13705977,1,8
13705978,1,8
13705978,2,96
13705980,1,96
13705980,2,96
13705983,1,98
13705983,2,98
13705985,1,96
13705985,2,96
13705990,1,99
13705990,2,96
13705995,1,96
13705995,2,99
13705998,1,96
13705998,2,96
13705998,3,96
13706002,1,96
13706002,2,6
13706003,1,99
13706003,2,99
13706006,1,99
13706006,2,99
13706010,2,98
13706703,1,98
13706703,2,96
13706778,1,98
13706778,2,96
13706779,1,6
13706779,3,98
13706780,1,96
13706780,2,4
13706782,3,96
13708816,1,8
13708816,2,98
13708816,3,96
13709726,1,96
13709726,2,96
13709734,1,98
13709734,2,98
13709737,1,99
13709737,2,96
13709738,1,8
13709738,2,98
13709739,1,96
13709739,2,98
13709739,3,96
13709741,1,99
13709741,2,99
13709748,1,8
13709757,1,96
13709757,2,96
13709765,1,99
13709765,2,99
13709770,1,99
13709770,2,99
13709771,1,98
13709771,2,99
13709772,1,98
13709772,2,98
13709874,1,96
13709874,2,96
13709876,1,99
13709876,2,96
13709895,1,99
13709895,2,98
13709896,1,98
13709896,2,98
13709898,1,99
13709898,2,96
13709899,1,99
13709899,2,99
13709900,1,96
13709900,2,96
13709902,1,96
13709902,2,96
13709902,3,99
13709905,1,96
13709905,2,96
13709907,1,96
13709912,1,96
13709912,2,96
13709917,1,98
13709917,2,98
13709919,1,8
13709919,2,99
13709928,1,99
13709928,2,99
13709931,1,96
13709933,1,99
13709933,2,96
13710059,1,8
13710059,2,6
13710059,2,7
13710061,1,3
13710061,2,96
13710063,1,6
13710063,1,7
13710063,3,96
13710066,1,96
13710066,2,96
13714988,1,8
13714989,1,99
13714994,1,96
13714994,2,98
13715089,1,99
13715089,2,8
13715090,1,96
13715090,2,96
13715093,2,99
13715162,1,98
13715166,1,3
13715166,1,6
13715169,1,3
13715169,1,6
13715169,3,96
13715170,1,96
13715170,2,96
13715415,1,99
13715415,2,99
13715415,3,99
13715419,1,99
13715419,2,96
13715469,1,96
13715469,2,98
13715469,3,96
13715469,4,96
13715476,1,98
13715476,2,96
13715477,1,98
13715477,2,96
13715477,3,96
13715479,1,96
13715479,2,96
13715480,1,96
13715486,1,99
13715486,2,99
13715487,1,99
13715487,2,96
13715488,1,99
13715488,2,99
13715489,2,96
13715496,1,96
13715496,2,98
13715498,1,96
13715500,1,99
13715500,2,8
13715502,1,96
13715502,2,98
13715504,2,98
13715507,1,96
13715507,2,96
13715510,1,8
13715510,2,98
13715523,1,98
13715527,1,99
13715527,2,96
13715531,1,96
13715532,1,99
13715573,1,98
13715573,2,98
13716022,1,98
13716022,2,96
13716025,1,96
13716025,2,96
13716028,1,8
13716028,2,96
13716030,1,99
13716030,2,96
13716031,1,96
13716031,2,96
13716035,1,96
13716035,2,8
13716038,1,99
13716038,2,96
13716047,1,99
13716047,2,98
13716048,1,99
13716048,2,96
13716051,1,96
13716052,1,99
13716052,2,96
13716055,1,96
13716057,1,99
13716057,2,98
13716060,1,99
13716060,2,96
13716096,1,99
13716096,2,98
13716096,3,99
13716097,1,8
13716097,2,96
13716101,1,96
13716101,2,96
13716101,3,98
13716106,1,99
13716106,2,96
13716108,1,8
13716108,2,96
13716249,1,99
13716249,2,98
13716254,1,99
13716254,2,99
13716255,1,99
13716255,2,96
13716891,1,99
13716891,2,96
13716955,1,99
13716955,2,99
13716957,1,96
13716958,1,98
13716958,2,96
13716962,1,99
13716962,2,96
13716962,3,8
13716964,2,96
13716967,1,96
13716968,1,99
13716968,2,98
13716970,1,96
13716970,2,96
13716980,1,96
13716980,2,96
13716987,1,99
13716987,2,99
13716992,1,96
13716992,2,96
13716997,1,99
13716997,2,99
13717125,1,96
13717125,2,96
13717126,1,96
13717126,2,96
13717127,1,99
13717127,2,99
13717132,1,96
13717132,2,96
13717133,1,98
13717133,2,98
13717136,1,96
13717136,2,96
13717137,1,96
13717137,2,96
13717140,1,96
13717140,2,96
13717222,1,96
13717222,2,96
13717225,1,96
13717225,2,96
13717225,3,96
13717235,1,96
13717235,2,98
13717239,1,96
13717239,2,96
13717240,1,96
13717240,2,98
13717241,1,96
13717296,1,96
13717296,2,96
13717297,1,96
13717297,2,96
13717297,3,99
13717298,1,96
13717298,2,96
13717298,3,96
13717300,1,96
13717300,2,96
13717300,3,96
13717393,1,99
13717393,2,96
13721207,2,96
13721587,1,99
13721587,2,96
13721589,1,96
13721589,2,96
13721593,1,96
13721593,2,96
13721595,2,96
13721595,3,96
13721609,1,99
13721609,2,96
13721614,1,99
13721614,2,99
13721619,1,96
13721619,2,96
13721622,1,96
13721622,2,99
13721625,1,96
13721625,2,96
13721626,1,98
13721630,1,96
13721630,2,98
13721634,1,96
13721636,1,96
13721636,2,96
13721637,2,96
13721639,1,96
13721639,2,96
13721652,1,99
13721652,2,99
13721653,1,98
13721653,2,96
13721654,1,96
13721654,2,96
13721655,1,8
13721655,2,96
13721658,1,8
13721658,2,96
13721659,1,96
13721659,2,96
13721661,1,8
13721661,2,96
13721662,1,96
13721662,2,96
13721666,1,96
13721666,2,96
13721668,1,99
13721668,2,99
13721669,1,96
13721669,2,96
13721669,3,96
13721678,1,98
13721678,2,99
13721681,2,96
13721685,1,99
13721685,2,96
13723539,1,99
13723540,1,98
13723748,1,96
13723748,3,98
13723840,1,99
13723840,2,98
13723844,1,96
13723844,2,96
13724214,1,98
13724214,3,98
13726909,1,99
13726909,2,96
13726915,1,99
13726915,2,96
13726963,1,96
13729013,1,99
13729014,1,96
13729015,1,99
13729015,2,98
13729016,1,99
13729022,1,99
13729022,2,96
13729023,1,96
13729023,2,96
13729025,1,99
13729025,2,96
13729027,1,8
13729027,2,8
13729035,1,99
13729035,2,96
13729037,1,8
13729037,2,8
13729041,1,8
13729041,2,8
13729043,1,99
13729043,2,96
13729047,1,99
13729047,2,96
13729048,1,96
13729048,2,8
13729052,1,99
13729052,2,96
13729053,1,96
13729053,2,96
13729054,1,96
13729054,2,96
13729054,3,96
13729054,4,96
13729058,1,8
13729058,2,96
13729067,1,96
13729068,1,96
13729073,1,96
13729073,2,96
13729073,3,96
13729076,1,96
13729076,2,99
13729078,1,96
13729078,2,96
13729080,2,98
13729081,1,99
13729081,2,96
13729083,1,98
13729083,2,96
13729129,1,99
13729138,1,96
13729138,2,96
13729140,1,98
13729140,2,99
13729141,1,98
13729141,3,2
13729141,3,3
13729141,3,6
13729142,1,96
13729142,3,96
13729143,1,96
13729145,1,98
13729145,3,96
13729147,1,98
13729147,3,96
13729179,1,98
13729179,3,8
13729179,4,96
13729557,1,96
13729557,2,96
13729835,1,99
13729835,2,96
13729838,1,8
13729839,1,99
13729839,2,96
13729843,1,99
13729843,2,96
13729846,1,99
13729854,1,99
13729854,2,99
13729856,1,99
13729856,2,96
13729861,1,96
13729861,2,96
13729864,1,99
13729864,2,96
13729867,1,99
13729867,2,96
13729875,1,96
13729875,2,98
13729878,1,99
13729878,2,99
13729879,2,99
13729881,1,96
13729881,2,96
13729888,1,96
13729888,2,96
13729889,1,99
13729889,2,99
13729891,1,96
13729891,2,96
13729899,1,98
13729899,2,99
13729901,1,99
13729901,2,99
13729903,1,96
13729903,2,96
13729903,3,98
13729908,1,99
13729908,2,98
13729910,1,99
13729910,2,7
13729912,1,8
13729912,2,96
13729914,1,96
13729914,2,98
13729924,1,96
13729924,2,96
13729926,1,98
13729928,1,96
13729933,2,96
13729935,1,99
13729935,2,8
13729938,1,96
13732864,1,98
13732864,2,96
13732865,1,96
13732865,2,98
13732889,1,98
13732889,3,96
13733157,1,99
13733157,2,98
13733158,1,98
13733158,2,98
13733221,1,96
13733221,2,96
13733221,3,99
13733223,2,98
13733225,1,96
13733225,2,96
13733234,1,99
13733234,2,96
13733235,1,8
13733235,2,98
13733236,1,96
13733236,2,96
13733236,3,96
13733238,1,96
13733238,2,8
13733252,1,96
13733252,2,98
13733252,3,96
13733254,1,8
13733254,2,96
13733255,2,98
13733268,1,99
13733268,2,99
13733269,1,99
13733269,2,99
13733270,1,99
13733270,2,96
13733272,1,99
13733272,2,3
13733272,2,6
13733275,1,96
13733275,2,96
13733284,1,96
13733284,2,96
13733285,1,99
13733285,2,96
13733287,1,96
13733287,2,99
13733291,1,96
13733291,2,96
13733296,1,96
13733296,2,98
13733301,1,96
13733301,2,96
13733305,1,99
13733305,2,99
13733306,1,96
13733308,1,96
13733308,2,96
13733311,2,96
13733314,1,98
13733314,2,99
13733315,3,96
13733319,1,96
13733319,2,96
13733319,3,6
13733321,1,98
13733321,2,98
13733326,1,96
13733326,2,96
13733328,1,96
13733330,1,99
13733330,2,96
13733360,2,96
13733362,1,96
13733362,2,96
13733363,1,96
13733363,2,96
13733366,3,96
13733366,4,96
13733366,5,96
13733366,7,96
13733409,1,96
13733409,2,96
13733418,2,96
13733423,1,99
13733423,2,98
13733429,1,96
13733429,2,99
13733432,1,98
13733432,2,98
13733433,1,96
13733433,2,96
13733439,1,99
13733439,2,96
13733440,1,8
13733440,2,96
13733440,3,96
13733441,1,99
13733441,2,99
13733446,1,99
13733446,2,99
13733447,1,96
13733447,2,96
13733450,1,98
13733450,2,96
13733451,1,99
13733451,2,96
13733452,1,96
13733452,2,96
13733454,2,96
13733455,1,8
13733455,2,98
13733459,1,96
13733459,2,99
13733460,1,96
13733460,2,96
13733465,1,96
13733465,2,96
13733467,1,96
13733467,2,98
13733471,1,99
13733471,2,96
13733472,1,96
13733472,2,96
13733487,1,99
13733487,2,8
13733498,1,98
13733498,2,96
13733550,1,96
13733550,2,98
13733551,1,96
13733551,2,96
13733553,1,98
13733553,2,96
13733556,1,96
13733557,1,99
13733557,2,96
13733558,2,98
13733560,1,8
13733560,2,8
13733561,1,98
13733562,1,96
13733568,1,99
13733568,3,96
13733572,1,99
13733572,2,98
13733573,1,99
13733573,2,96
13733573,3,96
13733575,1,99
13733575,2,99
13733577,1,96
13733577,2,96
13733579,1,96
13733579,2,96
13733583,1,99
13733583,2,96
13733584,2,96
13733696,1,96
13733696,2,96
13738781,1,99
13740429,2,99
13740429,3,96
13740429,4,3
13740429,4,6
13740430,1,98
13740430,3,96
13740432,1,2
13740432,2,96
13740510,1,96
13740510,2,96
13740530,1,96
13740530,2,96
13740531,1,96
13740531,2,96
13740543,2,96
13740544,1,99
13740566,1,99
13740566,2,96
13740585,2,96
13740588,1,98
13740590,1,96
13740590,2,96
13741118,1,99
13741120,1,99
13741125,1,96
13741125,2,6
13741544,1,99
13741544,2,99
13741545,1,99
13741545,2,99
13741546,1,99
13741630,1,96
13741630,2,96
13741650,1,96
13741650,2,96
13741651,1,99
13741651,2,99
13741652,1,96
13741652,2,96
13741653,1,99
13741653,2,96
13741654,1,96
13741654,2,96
13741655,1,96
13741655,2,96
13741661,1,8
13741661,2,98
13741661,3,8
13741669,1,98
13741669,2,98
13741675,1,96
13741678,1,96
13741679,1,96
13741679,2,96
13741682,1,96
13741682,2,96
13741685,1,98
13741685,2,99
13741685,3,99
13741688,1,98
13741688,2,98
13741689,1,98
13741689,2,96
13741690,1,96
13741699,1,96
13741706,1,98
13741711,1,96
13741712,1,96
13741714,1,96
13741715,1,96
13741929,1,99
13741933,1,3
13741933,1,6
13741933,2,96
13743059,1,99
13743059,2,99
13743068,1,99
13743068,2,96
13743076,1,99
13743114,1,8
13743114,2,98
13743122,2,98
13743124,1,8
13743124,2,98
13743124,3,96
13743125,1,96
13743125,2,98
13743127,1,96
13743127,2,96
13743182,1,8
13743182,2,99
13743191,2,99
13743192,1,99
13743192,2,99
13743193,1,98
13743193,2,98
13743322,1,99
13743322,2,96
13744491,1,96
13744492,1,96
13744492,2,98
13744492,3,98
13744494,1,96
13744494,2,96
13744501,1,98
13744501,3,96
13744527,1,8
13744527,2,96
13744528,1,96
13744528,3,96
13744530,1,3
13744530,1,6
13744530,3,96
13744784,1,96
13744784,2,96
13744785,1,99
13744785,2,96
13744872,1,96
13744895,1,98
13744895,2,99
13744898,1,96
13744898,2,96
13744898,3,98
13744899,1,96
13744899,2,96
13744901,1,99
13744901,2,8
13744909,1,96
13744909,2,96
13744909,3,98
13744910,1,96
13744910,2,96
13744911,1,96
13744911,2,96
