Crash_ID,Unit_Nbr,Drvr_Lic_Restric_ID
15498210,2,19
15498212,1,19
15498212,3,19
15498834,1,19
15498834,2,19
15498854,1,99
15498854,2,98
15498861,1,19
15498861,2,1
15498872,1,1
15498872,2,98
15498894,1,19
15498894,2,19
15498926,1,19
15498927,1,98
15498927,2,19
15498937,1,19
15498938,1,20
15498938,2,19
15498939,1,20
15498939,2,19
15498941,1,19
15498941,2,19
15498949,1,99
15499011,1,19
15499011,2,20
15499029,1,19
15499029,2,98
15499100,1,99
15499127,1,99
15499150,1,99
15499457,1,19
15499457,2,98
15499462,1,98
15499462,2,98
15499495,1,99
15499553,1,1
15499553,1,23
15499553,2,98
15499570,1,19
15499570,2,19
15499573,1,19
15499573,2,19
15499573,3,19
15499576,1,99
15499576,2,19
15499577,1,19
15499579,1,19
15499579,2,1
15499580,1,1
15499580,1,21
15499580,2,19
15499587,1,19
15499587,2,19
15499588,1,20
15499588,2,19
15499604,1,20
15499604,2,19
15499605,1,19
15499605,2,20
15499606,1,99
15499606,2,19
15499612,1,99
15499612,2,19
15499783,1,99
15499866,1,19
15499866,2,19
15499878,1,19
15499878,2,19
15499899,1,19
15499899,2,19
15499910,1,1
15499910,2,1
15499965,1,1
15499965,2,19
15499982,1,99
15499982,2,99
15499995,1,19
15499995,2,19
15500011,1,19
15500053,1,99
15500053,2,19
15500054,1,19
15500054,2,98
15500127,1,99
15500127,2,19
15500129,1,1
15500129,2,19
15500129,3,1
15500134,1,19
15500134,2,19
15500140,1,19
15500144,1,19
15500144,2,19
15500147,1,99
15500147,2,19
15500147,3,19
15500154,1,98
15500154,2,19
15500156,1,19
15500156,2,19
15500157,1,99
15500157,2,98
15500160,1,19
15500160,2,98
15500161,1,20
15500161,2,19
15500169,1,99
15500171,1,19
15500171,2,19
15500229,1,19
15500229,2,19
15500230,1,99
15500230,2,98
15500477,1,19
15500477,2,19
15500479,1,1
15500479,1,21
15500481,1,19
15500481,2,19
15500594,1,98
15500594,2,19
15500594,3,19
15500663,1,19
15500663,2,19
15500707,1,98
15500707,3,98
15500712,1,99
15500716,1,19
15500716,2,19
15500758,1,19
15500758,2,19
15500759,1,99
15500759,2,19
15500763,1,99
15500763,2,19
15500785,1,20
15500785,2,19
15500793,1,1
15500793,2,19
15500799,1,1
15500799,2,1
15500807,1,19
15500807,2,19
15500948,1,19
15500948,2,19
15500958,1,98
15500958,2,1
15500958,3,19
15500971,1,99
15501004,1,19
15501004,2,19
15501019,1,19
15501019,2,20
15501027,1,1
15501027,2,1
15501086,1,98
15501086,3,19
15501087,1,1
15501087,2,1
15501148,1,99
15501148,3,64
15501167,1,1
15501167,2,1
15501216,1,19
15501216,2,1
15501216,2,23
15501272,1,20
15501272,2,19
15501277,1,19
15501277,4,1
15501287,1,19
15501287,2,98
15501384,1,99
15501387,1,19
15501387,2,20
15501396,1,99
15501396,2,19
15501406,1,19
15501406,2,19
15501411,1,99
15501411,2,99
15501479,1,99
15501479,3,19
15501496,1,99
15501534,1,19
15501534,2,19
15501546,1,99
15501561,1,20
15501561,2,1
15501563,1,19
15501563,2,98
15501564,1,19
15501564,2,19
15501575,1,99
15501577,1,1
15501577,2,19
15501582,1,19
15501582,2,20
15501613,1,98
15501613,2,19
15501637,1,98
15501655,1,20
15501655,2,19
15501656,1,19
15501656,2,19
15501697,1,1
15501756,1,19
15501760,1,19
15501760,2,98
15501770,1,19
15501770,2,19
15501831,1,98
15501831,2,19
15501833,1,19
15501833,2,19
15501857,1,19
15501861,1,19
15501861,2,19
15501861,3,19
15501866,1,20
15501866,2,19
15501868,1,20
15501874,1,99
15501874,2,19
15501877,1,19
15501880,1,19
15501883,1,20
15501891,1,19
15501896,1,19
15501897,1,99
15501898,1,99
15501898,2,19
15501899,1,19
15501915,1,99
15501915,2,19
15501916,1,99
15501916,2,19
15501916,3,19
15501918,1,99
15501918,2,20
15501919,1,19
15501924,1,19
15501925,1,98
15501926,1,98
15501926,2,19
15502353,1,20
15502378,1,20
15502378,2,1
15502435,1,1
15502435,2,19
15502437,1,19
15502437,2,19
15502498,1,1
15502498,2,19
15502502,1,19
15502518,1,1
15502518,2,1
15502522,1,99
15502522,2,98
15502655,1,19
15502655,2,19
15502763,1,19
15502763,2,19
15502806,1,99
15502810,1,19
15502814,1,99
15502814,2,19
15502817,1,19
15502817,2,19
15502821,1,98
15502821,2,19
15502862,1,98
15502862,2,20
15502909,1,1
15502909,1,23
15502909,2,1
15502909,2,98
15502918,1,20
15502918,2,19
15502922,1,19
15502922,2,19
15502923,1,99
15502923,2,19
15502925,1,19
15502925,2,19
15502926,1,21
15502926,1,22
15502927,1,19
15502927,2,19
15502930,1,98
15502930,2,19
15502930,3,19
15502936,1,19
15502936,2,19
15502937,1,19
15502937,2,19
15502947,1,19
15502947,2,19
15502950,1,20
15502950,2,20
15502952,1,98
15502952,3,1
15502971,1,99
15503020,1,99
15503020,2,19
15503028,1,1
15503028,2,19
15503062,1,98
15503062,2,98
15503070,1,19
15503196,1,19
15503196,2,19
15503196,3,19
15503196,4,19
15503198,1,19
15503198,2,19
15503199,1,20
15503201,1,19
15503201,2,19
15503202,1,19
15503202,2,19
15503202,3,19
15503203,1,19
15503203,2,19
15503204,1,99
15503204,2,19
15503238,1,19
15503238,2,98
15503277,1,20
15503277,2,1
15503277,2,64
15503330,1,99
15503330,2,19
15503333,1,99
15503333,2,19
15503334,1,99
15503334,2,19
15503337,1,98
15503337,2,19
15503356,1,19
15503356,2,19
15503358,1,19
15503358,2,98
15503359,1,19
15503359,2,1
15503394,1,98
15503394,2,98
15503396,1,98
15503396,2,19
15503396,3,98
15503397,1,19
15503397,2,19
15503402,1,20
15503402,2,19
15503402,3,19
15503409,1,19
15503409,2,19
15503443,1,99
15503443,2,19
15503445,1,99
15503445,2,19
15503457,1,19
15503458,1,19
15503462,1,20
15503462,2,19
15503464,1,19
15503466,1,99
15503472,1,99
15503472,2,19
15503521,1,19
15503553,1,19
15503553,2,19
15503555,1,98
15503555,3,20
15503557,1,99
15503557,2,19
15503559,1,19
15503559,2,99
15503564,1,19
15503593,1,20
15503593,2,19
15503599,1,19
15503599,2,1
15503611,1,20
15503611,2,98
15503611,3,19
15503611,4,19
15503636,1,99
15503654,1,19
15503654,2,20
15503654,3,99
15503656,1,19
15503656,2,19
15503735,1,98
15503735,2,19
15503736,1,99
15503736,2,98
15503737,1,99
15503737,2,19
15503741,1,19
15503744,1,19
15503744,2,19
15503748,1,19
15503748,2,19
15503748,3,19
15503752,1,99
15503752,2,19
15503765,1,19
15503765,2,19
15504216,1,20
15504216,2,99
15504296,1,19
15504296,2,20
15504303,1,19
15504305,1,19
15504305,2,19
15504312,1,99
15504347,1,19
15504347,2,19
15504349,1,20
15504349,2,19
15504351,1,98
15504383,1,98
15504383,2,19
15504419,1,19
15504419,2,19
15504421,1,19
15504425,1,19
15504425,2,19
15504427,1,19
15504427,3,19
15504435,1,19
15504435,4,19
15504440,1,98
15504440,2,19
15504462,1,99
15504462,2,19
15504463,1,19
15504463,2,1
15504466,1,99
15504466,2,19
15504467,1,99
15504467,2,19
15504467,3,19
15504471,1,99
15504471,2,20
15504474,1,19
15504474,2,19
15504502,1,19
15504502,2,19
15504504,1,19
15504504,2,19
15504507,1,19
15504507,2,19
15504509,1,20
15504509,2,1
15504510,1,19
15504510,2,19
15504511,1,19
15504511,2,19
15504512,1,19
15504512,2,98
15504514,1,19
15504514,2,1
15504515,1,99
15504515,2,19
15504523,1,99
15504523,2,99
15504526,1,99
15504526,2,19
15504536,1,1
15504536,2,98
15504545,1,19
15504545,2,19
15504550,1,19
15504550,2,19
15504570,1,1
15504570,2,19
15504586,1,99
15504586,2,99
15504592,1,19
15504595,1,99
15504595,2,19
15504604,1,19
15504604,2,19
15504608,1,19
15504608,2,19
15504612,1,1
15504612,2,19
15504615,1,98
15504615,2,1
15504618,1,1
15504618,1,64
15504668,1,19
15504695,1,99
15504727,1,99
15504727,2,19
15504728,1,19
15504728,2,19
15504731,1,99
15504731,2,19
15504741,1,19
15504741,2,19
15504743,1,19
15504743,2,19
15504744,1,19
15504744,2,19
15504748,1,19
15504748,2,19
15504749,1,26
15504749,1,27
15504749,2,20
15504750,1,19
15504750,2,19
15504753,1,99
15504753,2,19
15504759,1,19
15504759,2,19
15504763,1,19
15504770,1,19
15504770,2,98
15504781,1,19
15504781,2,1
15504789,1,19
15504796,1,19
15504796,2,98
15504842,1,21
15504842,1,22
15504842,2,19
15504852,1,99
15504852,2,19
15504866,1,19
15504866,2,98
15504867,1,99
15504868,1,19
15504870,1,19
15504870,2,19
15504871,1,20
15504871,2,98
15504871,3,19
15504872,1,1
15504872,2,20
15504873,1,19
15504873,2,19
15504874,1,98
15504874,2,1
15504893,1,20
15504893,2,19
15504893,3,19
15504915,1,99
15504966,1,99
15504987,1,1
15504987,2,19
15505001,1,20
15505001,2,19
15505002,1,1
15505002,2,1
15505003,1,19
15505003,2,19
15505004,1,19
15505004,2,19
15505005,1,19
15505005,2,19
15505006,1,19
15505006,2,19
15505008,1,20
15505008,2,99
15505014,1,99
15505014,2,19
15505026,1,98
15505026,2,19
15505034,1,19
15505034,2,98
15505129,1,19
15505129,2,98
15505135,1,99
15505135,2,19
15505137,1,19
15505137,2,19
15505139,1,19
15505140,1,19
15505165,1,19
15505165,2,19
15505165,3,20
15505165,4,19
15505166,1,19
15505166,2,19
15505166,3,20
15505167,1,98
15505167,2,19
15505169,1,19
15505169,2,19
15505169,3,19
15505169,4,19
15505172,1,19
15505173,1,98
15505174,1,19
15505174,2,99
15505244,1,19
15505244,2,1
15505244,2,21
15505248,1,99
15505260,1,99
15505261,1,98
15505261,2,19
15505263,1,99
15505263,2,98
15505267,1,19
15505283,1,19
15505283,2,98
15505284,1,99
15505285,1,19
15505287,1,99
15505287,2,19
15505360,1,19
15505399,1,19
15505399,2,19
15505417,1,19
15505417,2,19
15505426,1,19
15505426,2,19
15505435,1,99
15505436,1,19
15505436,2,19
15505436,3,19
15505439,1,20
15505442,1,19
15505442,2,19
15505443,1,19
15505443,2,98
15505448,1,19
15505448,2,19
15505449,1,98
15505449,2,19
15505450,1,19
15505450,2,15
15505450,2,26
15505456,1,19
15505456,2,19
15505457,1,19
15505457,2,19
15505460,1,99
15505460,2,19
15505461,1,99
15505461,2,1
15505467,1,20
15505467,2,19
15505468,1,99
15505470,1,98
15505470,2,19
15505470,3,19
15505470,4,19
15505536,1,19
15505536,2,19
15505656,1,99
15505656,2,19
15505657,1,99
15505657,2,98
15505658,1,99
15505658,2,1
15505660,1,99
15505660,2,20
15505662,1,99
15505662,2,19
15505663,1,99
15505663,2,19
15505664,1,1
15505664,2,19
15505697,1,99
15505697,2,19
15505697,3,19
15505698,1,99
15505702,1,19
15505702,2,19
15505703,1,99
15505703,2,19
15505707,1,19
15505707,2,19
15505717,1,98
15505717,3,98
15505801,1,98
15505801,2,98
15505803,1,19
15505803,2,19
15505804,1,19
15505804,2,20
15505808,1,19
15505808,2,19
15506004,1,99
15506017,1,98
15506019,1,19
15506019,2,98
15506020,1,19
15506020,2,19
15506021,1,19
15506142,1,19
15506142,2,98
15506143,1,19
15506143,2,20
15506144,1,25
15506144,2,1
15506145,1,99
15506145,2,99
15506145,3,98
15506193,1,99
15506194,1,19
15506197,1,99
15506201,1,19
15506203,1,1
15506203,2,19
15506206,1,99
15506206,3,1
15506221,1,19
15506221,2,19
15506222,1,99
15506225,1,99
15506231,1,19
15506231,2,19
15506232,1,19
15506233,1,20
15506234,1,99
15506234,2,19
15506236,1,98
15506236,2,99
15506239,1,19
15506268,1,19
15506268,2,19
15506271,1,19
15506271,2,19
15506276,1,19
15506276,2,98
15506335,1,19
15506335,2,19
15506336,1,19
15506336,2,19
15506337,1,98
15506337,3,19
15506344,1,19
15506344,2,19
15506346,1,20
15506346,2,98
15506453,1,19
15506453,2,98
15506453,3,19
15506467,1,20
15506467,2,1
15506469,1,1
15506469,2,19
15506471,1,98
15506471,2,19
15506472,1,20
15506472,2,98
15506473,1,19
15506473,2,19
15506474,1,19
15506474,2,98
15506475,1,98
15506475,2,19
15506476,1,99
15506478,1,99
15506478,2,19
15506479,1,19
15506479,2,19
15506524,1,19
15506524,2,19
15506549,1,19
15506617,1,19
15506617,2,20
15506618,1,99
15506618,2,20
15506629,1,19
15506845,1,19
15506847,1,99
15506895,1,99
15506896,1,19
15506900,1,19
15507070,1,19
15507070,2,19
15507072,1,19
15507076,1,19
15507076,2,99
15507079,1,98
15507079,2,19
15507105,1,99
15507105,2,19
15507106,1,19
15507106,2,19
15507299,1,99
15507299,2,19
15507306,1,99
15507306,2,19
15507314,1,19
15507314,2,19
15507316,1,19
15507316,2,98
15507317,1,99
15507320,1,19
15507324,1,20
15507327,1,99
15507327,2,19
15507392,1,19
15507392,2,98
15507392,3,19
15507504,1,20
15507504,2,19
15507510,1,19
15507510,2,98
15507600,1,98
15507775,1,19
15507775,2,98
15507782,1,98
15507782,2,19
15507785,1,1
15507785,2,19
15508052,1,19
15508052,2,98
15508124,1,19
15508124,3,98
15508255,1,19
15508255,2,19
15508270,1,19
15508270,2,98
15508270,3,98
15508299,1,98
15508299,2,19
15508300,1,98
15508300,2,19
15508318,1,98
15508318,2,19
15508318,3,19
15508330,1,98
15508330,2,19
15508349,1,19
15508349,2,1
15508359,1,98
15508359,2,98
15508373,1,98
15508382,1,98
15508462,1,1
15508462,2,98
15508472,1,20
15508472,2,19
15508553,1,19
15508553,2,19
15508568,1,19
15508568,2,19
15508812,1,99
15508864,1,99
15508864,2,99
15508930,1,19
15508930,2,1
15508933,1,99
15508933,2,98
15508948,1,19
15508948,2,19
15508951,1,19
15508951,2,19
15509150,1,20
15509159,1,99
15509210,1,20
15509210,2,1
15509210,3,99
15509265,1,1
15509265,2,19
15509276,1,19
15509276,2,19
15509293,1,99
15509293,2,99
15509296,1,20
15509296,2,20
15509374,1,99
15509374,2,98
15509379,1,19
15509379,2,19
15509381,1,99
15509381,2,1
15509398,1,19
15509398,2,19
15509399,1,19
15509402,1,20
15509404,1,99
15509404,2,19
15509405,1,1
15509405,2,19
15509406,1,20
15509406,2,19
15509456,1,99
15509509,1,19
15509509,2,19
15509635,1,99
15509635,2,19
15509636,1,1
15509636,2,1
15509638,1,99
15509638,2,99
15509641,1,98
15509641,2,19
15509694,1,99
15509694,2,99
15509718,1,99
15509718,2,1
15509912,1,98
15509912,2,19
15509913,1,99
15509938,1,99
15509938,2,19
15509955,1,19
15509955,2,19
15509990,1,19
15509990,2,19
15510129,1,19
15510129,2,19
15510131,1,19
15510131,2,19
15510186,1,99
15510190,1,20
15510190,2,20
15510193,1,99
15510250,1,19
15510250,2,20
15510250,3,98
15510250,4,98
15510251,1,19
15510256,1,19
15510256,2,19
15510269,1,99
15510269,2,19
15510273,1,99
15510277,1,19
15510281,1,19
15510380,1,19
15510380,2,19
15510382,1,19
15510384,1,19
15510384,2,19
15510402,1,99
15510402,2,19
15510431,1,20
15510431,2,19
15510445,1,99
15510448,1,98
15510448,2,19
15510448,3,19
15510450,1,20
15510450,2,19
15510454,1,99
15510457,1,19
15510457,2,19
15510497,1,99
15510497,2,1
15510497,2,64
15510510,1,19
15510510,3,98
15510510,4,19
15510518,1,19
15510518,2,19
15510628,1,98
15510628,3,20
15510632,1,20
15510632,2,98
15511281,1,19
15511281,2,19
15511395,1,99
15511395,2,98
15511403,1,98
15511403,2,1
15511412,1,99
15511412,2,19
15511448,1,19
15511455,1,99
15511466,1,20
15511466,2,19
15511479,1,99
15511487,1,99
15511513,1,99
15511674,1,99
15511674,2,99
15511683,1,20
15511683,2,19
15511683,3,19
15511686,1,19
15511686,2,19
15511690,1,19
15511691,1,19
15511691,2,19
15511783,1,99
15511813,1,19
15511813,2,19
15511813,3,19
15511816,1,19
15511816,2,98
15511826,1,98
15511826,2,1
15511828,1,99
15511828,2,98
15511838,1,99
15511847,1,98
15511847,2,19
15511881,1,20
15511881,2,19
15511881,3,20
15511928,1,99
15511990,1,99
15512016,1,99
15512016,2,99
15512022,1,98
15512022,2,98
15512028,1,50
15512028,2,19
15512030,1,99
15512030,2,19
15512031,1,98
15512031,2,19
15512033,1,99
15512053,1,19
15512053,2,19
15512129,1,19
15512129,2,98
15512142,1,20
15512143,1,20
15512143,2,98
15512145,1,19
15512145,2,19
15512146,1,19
15512146,2,20
15512148,1,99
15512148,2,19
15512148,3,19
15512151,1,19
15512152,1,19
15512152,2,19
15512154,1,19
15512154,2,1
15512154,2,14
15512288,1,19
15512292,1,99
15512304,1,1
15512305,1,19
15512305,2,19
15512307,1,99
15512307,2,19
15512309,1,1
15512310,1,1
15512310,2,29
15512311,1,19
15512405,1,19
15512405,2,19
15512409,1,98
15512409,2,19
15512412,1,99
15512429,1,98
15512431,1,19
15512431,2,98
15512434,1,98
15512436,1,19
15512457,1,98
15512473,1,19
15512520,1,99
15512526,1,99
15512526,2,20
15512541,1,19
15512541,2,19
15512545,1,98
15512545,2,19
15512553,1,99
15512553,2,20
15512565,1,19
15512807,1,19
15512807,2,19
15512932,1,19
15512932,2,19
15512994,1,19
15512994,2,1
15513038,1,98
15513038,2,19
15513153,1,20
15513153,2,19
15513211,1,19
15513211,2,19
15513229,1,19
15513229,2,19
15513245,1,1
15513245,2,1
15513247,1,20
15513247,2,19
15513247,3,19
15513249,1,19
15513249,2,19
15513250,1,99
15513250,2,98
15513251,1,19
15513251,2,19
15513253,1,20
15513253,2,19
15513259,1,99
15513259,4,19
15513260,1,99
15513260,2,19
15513261,1,19
15513261,2,98
15513261,3,19
15513262,1,19
15513262,2,19
15513262,3,19
15513335,1,19
15513335,2,98
15513413,1,20
15513427,1,19
15513427,3,20
15513428,1,99
15513468,1,99
15513483,1,98
15513483,3,98
15513483,4,19
15513483,5,19
15513484,1,19
15513484,2,19
15513487,1,19
15513518,1,19
15513518,2,19
15513554,1,98
15513554,2,1
15513560,1,19
15513560,2,19
15513590,1,19
15513590,2,98
15513592,1,19
15513693,1,99
15513693,2,19
15513694,1,19
15513694,2,19
15513695,1,20
15513695,2,98
15513697,1,99
15513697,2,19
15513698,1,20
15513698,2,1
15513702,1,99
15513703,1,19
15513704,1,99
15513704,2,19
15513710,1,19
15513710,2,19
15513711,1,20
15513711,2,1
15513718,1,19
15513719,1,19
15513752,1,20
15513753,1,20
15513753,2,19
15513860,1,98
15513860,2,1
15513861,1,20
15513861,2,20
15513866,1,98
15513866,2,19
15513867,1,19
15513867,2,19
15513910,1,99
15513929,1,19
15513929,2,19
15513938,1,98
15513938,3,20
15514391,1,20
15514391,2,19
15514438,1,99
15514478,1,98
15514478,2,1
15514504,1,19
15514504,2,19
15514505,1,19
15514505,2,98
15514522,1,98
15514529,1,20
15514529,2,19
15514535,1,19
15514535,2,19
15514540,1,20
15514540,2,19
15514542,1,20
15514542,2,19
15514555,1,99
15514559,1,99
15514561,1,19
15514561,2,98
15514625,1,19
15514625,2,19
15514727,1,19
15514727,2,19
15514732,1,99
15514732,2,99
15514750,1,1
15514785,1,1
15514785,2,1
15514798,1,20
15514798,2,1
15514808,1,19
15514808,2,98
15514810,1,99
15514810,2,99
15514813,1,20
15514813,2,19
15514815,1,20
15514815,2,98
15514816,1,19
15514816,2,19
15514832,1,99
15514878,1,19
15514878,2,19
15514878,3,19
15514879,1,99
15514879,2,19
15514884,1,19
15514886,1,19
15514886,2,19
15514887,1,19
15514887,2,19
15514899,1,19
15514899,2,19
15514901,1,20
15514901,2,20
15514902,1,20
15514902,2,19
15514903,1,99
15514940,1,98
15514940,2,19
15514941,1,19
15514942,1,1
15514942,2,19
15514943,1,98
15514943,2,19
15514944,1,20
15514944,2,19
15514971,1,20
15514971,2,19
15514971,3,19
15514996,1,19
15514998,1,99
15514998,2,1
15514999,1,20
15514999,2,1
15515082,1,19
15515082,2,98
15515084,1,19
15515084,2,19
15515086,1,19
15515086,2,10
15515086,2,64
15515086,3,19
15515088,1,19
15515092,1,19
15515092,2,20
15515095,1,98
15515095,2,19
15515111,1,19
15515111,2,19
15515113,1,19
15515113,2,20
15515114,1,19
15515114,2,19
15515115,1,98
15515243,1,98
15515243,2,19
15515244,1,19
15515244,2,19
15515290,1,19
15515290,2,19
15515293,1,19
15515293,2,19
15515294,1,19
15515294,2,19
15515298,1,19
15515298,2,19
15515299,1,98
15515299,2,19
15515300,1,19
15515300,2,19
15515301,1,19
15515301,2,19
15515302,1,99
15515302,2,98
15515302,3,99
15515302,4,19
15515302,5,19
15515303,1,19
15515306,1,19
15515306,2,19
15515308,1,19
15515308,2,19
15515311,1,19
15515311,2,19
15515327,1,19
15515327,2,98
15515328,1,99
15515331,1,19
15515331,2,19
15515341,1,99
15515341,2,19
15515347,1,98
15515347,2,19
15515347,3,19
15515349,1,19
15515349,2,19
15515361,1,19
15515361,2,19
15515363,1,98
15515363,2,19
15515364,1,20
15515364,2,19
15515365,1,19
15515365,2,19
15515365,3,19
15515367,1,19
15515367,2,19
15515370,1,19
15515370,2,98
15515370,3,19
15515372,1,99
15515372,2,19
15515376,1,99
15515376,2,19
15515389,1,19
15515389,2,20
15515398,1,19
15515514,1,19
15515514,2,19
15515526,1,19
15515527,1,99
15515527,2,98
15515528,1,99
15515528,2,19
15515529,1,98
15515529,2,98
15515530,1,19
15515530,2,20
15515533,1,19
15515571,1,19
15515573,1,19
15515573,2,99
15515574,1,19
15515574,2,19
15515576,1,99
15515576,2,19
15515577,1,99
15515577,2,98
15515578,1,19
15515578,2,19
15515611,1,19
15515611,3,19
15515613,1,19
15515613,2,19
15515614,1,20
15515616,1,1
15515616,2,1
15515618,1,19
15515618,2,98
15515619,1,19
15515619,2,19
15515619,3,19
15515621,1,19
15515621,2,19
15515622,1,19
15515622,2,19
15515623,1,98
15515623,3,19
15515675,1,19
15515685,1,98
15515685,2,98
15515686,1,19
15515698,1,99
15515698,2,19
15515700,1,20
15515701,1,19
15515703,1,19
15515703,2,19
15515704,1,19
15515705,1,19
15515705,2,1
15515705,2,64
15515714,1,19
15515714,2,19
15515719,1,1
15515719,2,19
15515722,1,19
15515722,2,19
15515747,1,20
15515747,2,19
15515775,1,20
15515775,2,19
15515777,1,1
15515779,1,19
15515800,1,19
15515800,2,98
15515847,1,20
15515847,2,20
15515850,1,19
15515853,1,99
15515853,2,19
15515854,1,99
15515854,2,20
15515915,1,98
15515915,2,19
15515934,1,19
15515934,2,20
15515938,1,99
15515938,2,19
15515941,1,19
15515941,2,19
15515942,1,19
15515942,2,20
15515943,1,98
15515943,2,19
15515944,1,19
15515944,2,19
15515951,1,20
15515951,2,19
15515953,1,19
15515953,2,19
15515953,3,20
15515955,1,19
15515955,2,20
15515955,3,19
15515957,1,19
15515957,2,19
15515958,1,98
15515958,2,19
15515959,1,19
15515975,1,98
15515981,1,19
15515983,1,19
15515983,2,19
15515985,1,99
15515989,1,1
15515989,2,19
15515989,3,19
15515990,1,20
15515993,1,19
15515993,2,19
15515998,1,99
15515999,1,19
15515999,2,20
15516004,1,19
15516004,2,1
15516065,1,98
15516065,2,19
15516130,1,99
15516130,2,20
15516130,3,20
15516155,1,98
15516156,1,99
15516156,2,19
15516159,1,19
15516161,1,19
15516250,1,19
15516285,1,20
15516285,2,19
15516286,1,19
15516286,2,19
15516377,1,20
15516377,2,1
15516377,3,19
15516432,1,20
15516434,1,20
15516434,2,19
15516729,1,19
15516809,1,99
15516810,1,98
15516827,1,99
15516827,2,19
15516829,1,20
15516829,2,98
15516830,1,19
15516986,1,19
15517301,1,99
15517309,1,99
15517309,2,19
15517311,1,19
15517311,2,98
15517521,1,19
15517521,2,19
15517566,1,20
15517570,1,1
15517573,1,19
15517573,2,19
15517575,1,19
15517575,2,98
15517575,3,19
15517647,1,99
15517647,2,19
15517682,1,19
15517682,2,19
15517683,1,99
15517687,1,99
15517688,1,20
15517689,1,99
15517700,1,98
15517701,1,99
15517708,1,20
15517708,2,19
15517711,1,19
15517711,2,98
15517712,1,20
15517713,1,99
15517713,2,19
15517714,1,99
15517714,2,19
15517715,1,19
15517715,2,19
15517716,1,1
15517719,1,19
15517722,1,20
15517722,2,99
15517723,1,1
15517727,1,19
15517727,2,19
15517730,1,19
15517730,2,20
15517730,3,19
15517734,1,19
15517734,2,19
15517735,1,99
15517766,1,20
15517872,1,20
15517873,1,99
15517876,1,19
15517877,1,19
15517877,2,20
15517879,1,20
15517942,1,98
15517974,1,19
15517974,2,19
15517987,1,99
15517987,2,19
15518022,1,1
15518022,2,19
15518064,1,98
15518212,1,19
15518212,2,19
15518212,3,98
15518216,1,19
15518216,2,19
15518369,1,19
15518605,1,99
15518660,1,19
15518840,1,19
15518840,2,19
15518852,1,20
15518852,2,19
15518854,1,19
15518854,2,19
15518855,1,19
15518855,2,20
15518856,1,98
15518856,2,21
15518857,1,19
15518857,2,20
15518859,1,19
15518861,1,19
15518861,2,20
15518891,1,98
15518891,2,98
15519025,1,19
15519025,2,19
15519163,1,1
15519163,2,21
15519263,1,19
15519263,2,98
15519312,1,19
15519312,2,19
15519323,1,1
15519323,2,19
15519455,1,99
15519456,1,98
15519642,1,99
15519705,1,99
15519705,2,19
15519803,1,99
15519808,1,99
15519809,1,19
15519809,2,19
15519822,1,19
15519822,2,98
15519861,1,99
15519870,1,1
15519870,2,19
15519938,1,19
15519938,2,19
15519964,1,99
15519982,1,1
15519982,2,1
15519988,1,19
15519988,2,1
15519988,2,23
15519989,1,99
15519990,1,19
15519991,1,19
15519991,2,99
15520021,1,1
15520021,2,19
15520069,1,99
15520069,2,1
15520083,1,20
15520083,2,20
15520084,1,98
15520084,2,19
15520085,1,19
15520085,2,1
15520085,2,23
15520086,1,20
15520086,2,19
15520135,1,99
15520135,2,19
15520136,1,19
15520137,1,19
15520138,1,19
15520139,1,99
15520155,1,99
15520155,2,20
15520157,1,1
15520157,2,1
15520157,3,19
15520157,4,19
15520213,1,98
15520213,2,19
15520214,1,99
15520216,1,19
15520216,2,19
15520234,1,98
15520234,2,19
15520236,1,20
15520236,2,20
15520236,3,20
15520291,1,19
15520291,2,19
15520293,1,99
15520293,2,19
15520340,1,19
15520340,2,1
15520631,1,19
15520816,1,98
15520816,2,19
15520821,1,19
15520821,2,19
15521002,1,19
15521002,2,19
15521009,1,19
15521009,2,19
15521100,1,20
15521100,2,19
15521194,1,98
15521194,2,19
15521197,1,19
15521197,2,20
15521345,1,99
15521381,1,68
15521381,2,19
15521381,3,1
15521392,1,19
15521392,2,98
15521401,1,19
15521401,2,19
15521479,1,99
15521503,1,1
15521503,2,19
15521505,1,99
15521505,2,1
15521511,1,98
15521527,1,99
15521527,2,98
15521527,3,99
15521533,1,1
15521533,2,19
15521590,1,19
15521590,2,19
15521609,1,99
15521609,2,98
15521613,1,99
15521732,1,1
15521732,2,19
15521808,1,19
15521808,2,19
15521862,1,99
15521921,1,19
15521921,2,1
15521963,1,19
15521963,2,98
15522086,1,19
15522086,2,1
15522104,1,99
15522108,1,19
15522108,2,19
15522111,1,19
15522111,2,19
15522112,1,19
15522112,2,19
15522113,1,19
15522114,1,19
15522114,2,98
15522121,1,99
15522122,1,20
15522122,2,98
15522122,3,1
15522122,3,14
15522144,1,99
15522150,1,19
15522150,2,19
15522155,1,98
15522155,2,19
15522211,1,98
15522211,2,20
15522228,1,19
15522228,2,19
15522229,1,20
15522243,1,20
15522243,2,19
15522247,1,99
15522247,2,98
15522248,1,19
15522248,2,19
15522248,3,19
15522249,1,19
15522249,2,1
15522250,1,19
15522250,2,19
15522254,1,19
15522254,2,19
15522256,1,20
15522256,2,19
15522258,1,19
15522258,2,19
15522259,1,20
15522259,2,20
15522260,1,20
15522260,2,1
15522261,1,20
15522261,2,98
15522262,1,20
15522263,1,98
15522263,2,19
15522264,1,19
15522265,1,99
15522292,1,98
15522292,2,98
15522292,3,99
15522293,1,19
