Crash_ID,Unit_Nbr,Drvr_Lic_Restric_ID
14404936,1,99
14404936,2,98
14405002,1,98
14405002,2,19
14405144,1,98
14405144,2,99
14405403,1,99
14405526,1,99
14405526,2,99
14405641,1,19
14406105,1,1
14406110,1,99
14406112,1,99
14406112,2,19
14406760,1,19
14406760,2,19
14406808,1,19
14406816,1,20
14406816,2,19
14406907,1,99
14406907,2,19
14406955,1,19
14406955,2,98
14407033,1,21
14407033,1,22
14407033,2,19
14407079,1,99
14407079,2,19
14407322,1,19
14407322,2,19
14407475,1,98
14407475,3,98
14407476,1,98
14407476,3,19
14407617,1,99
14408352,1,20
14408352,2,19
14408532,1,19
14408532,2,19
14408697,1,1
14408697,2,19
14408926,1,19
14408926,2,1
14408930,1,23
14408930,2,19
14408938,1,20
14408938,2,19
14409085,1,19
14409085,2,19
14409327,1,99
14409327,2,1
14409345,1,99
14409350,1,19
14409384,1,19
14409384,2,1
14409652,1,19
14409652,2,20
14409770,1,99
14409770,2,19
14409770,3,19
14410320,1,99
14410357,1,1
14410357,2,19
14410555,1,1
14410560,1,99
14410560,2,98
14410658,1,1
14410668,1,20
14410847,1,99
14410928,1,19
14410928,2,19
14410957,1,99
14410957,2,19
14411017,1,19
14411039,1,19
14411041,1,19
14411041,2,19
14411072,1,19
14411201,1,19
14411201,2,19
14411203,1,98
14411203,3,1
14411225,1,99
14411225,2,19
14411658,1,99
14411658,2,98
14412180,1,19
14412180,2,19
14412180,3,19
14412437,1,99
14413256,1,20
14413701,1,99
14413710,1,99
14413710,2,1
14413727,1,99
14413756,1,99
14413821,1,19
14413821,2,19
14413826,1,19
14413826,2,98
14413826,3,19
14413826,4,98
14413826,5,99
14413826,6,98
14413826,7,98
14413826,8,19
14413826,9,19
14413842,1,20
14413902,1,99
14413902,2,99
14414054,1,19
14414054,2,19
14414214,1,99
14414343,1,20
14414879,1,99
14414879,2,99
14414972,1,20
14414972,2,19
14415031,1,20
14415031,2,20
14415146,1,19
14415146,2,19
14415217,1,99
14416361,1,19
14416361,2,19
14416413,1,99
14416488,1,19
14416488,2,19
14416493,1,1
14416493,2,19
14416518,1,19
14416518,2,19
14416533,1,99
14416615,1,98
14416615,2,19
14416643,1,1
14416643,1,29
14416764,1,1
14416764,2,1
14416764,3,19
14416812,1,98
14416812,2,19
14416824,1,99
14416870,1,19
14416870,2,19
14416934,1,99
14417063,1,99
14417086,1,20
14417105,1,99
14417124,1,98
14417348,1,19
14417659,1,99
14418067,1,19
14418098,1,19
14418098,2,19
14418198,1,99
14418255,1,99
14418266,1,19
14418266,2,19
14418285,1,99
14418285,2,98
14418291,1,19
14418291,2,19
14418310,1,99
14418310,2,98
14418373,1,99
14418373,2,98
14418458,1,99
14418508,1,99
14418547,1,99
14418547,2,19
14418690,1,99
14418760,1,19
14418760,2,19
14418821,1,20
14418821,2,98
14418889,1,99
14418889,2,99
14418894,1,19
14418894,2,19
14418897,1,99
14418964,1,99
14418964,2,19
14419019,1,99
14419086,1,99
14419086,2,98
14419086,3,98
14419103,1,99
14419103,2,19
14419109,1,19
14419109,2,19
14419156,1,19
14419156,2,1
14419239,1,98
14419239,2,98
14419724,1,19
14419724,2,19
14419729,1,98
14419729,2,19
14419775,1,19
14419775,2,98
14419875,1,19
14419875,2,1
14419875,2,10
14420893,1,19
14420937,1,20
14420937,2,19
14421043,1,19
14421043,2,1
14421054,1,20
14421054,2,98
14421064,1,1
14421064,2,19
14421171,1,99
14421171,2,19
14421201,1,19
14421201,2,1
14421362,1,99
14421423,1,99
14421501,1,20
14421529,1,99
14421529,2,99
14421558,1,19
14421558,2,19
14421621,1,99
14421771,1,20
14421771,2,20
14421997,1,19
14421997,2,19
14422905,1,99
14422905,2,19
14422906,1,19
14422906,2,1
14423047,1,19
14423047,2,19
14423150,1,19
14423150,2,19
14423179,1,99
14423200,1,19
14423210,1,19
14423293,1,99
14423293,2,19
14423295,1,19
14423295,2,19
14423295,3,19
14423341,1,99
14423341,2,19
14423413,1,99
14423428,1,19
14423428,2,20
14423481,1,20
14423482,1,99
14423743,1,20
14423937,1,19
14423937,2,19
14423940,1,19
14423940,2,19
14424014,1,99
14424017,1,19
14424017,2,20
14424027,1,98
14424027,2,19
14424052,1,19
14424269,1,19
14424269,2,98
14424346,1,19
14424352,1,99
14424356,1,20
14424356,2,20
14424358,1,99
14424358,3,19
14424360,1,19
14424363,1,19
14424363,3,19
14424470,1,19
14424470,2,98
14424488,1,19
14424488,2,19
14424489,1,19
14424568,1,19
14424568,2,19
14424577,1,19
14424577,2,19
14424858,1,19
14424861,1,98
14424866,1,99
14425094,1,19
14425094,2,19
14425095,1,98
14426623,1,19
14426623,2,19
14426650,1,19
14426650,2,98
14426702,1,99
14426753,1,19
14426753,2,19
14426949,1,1
14426949,2,98
14426952,1,19
14426952,2,20
14427129,1,19
14427129,2,19
14427156,1,99
14427239,1,20
14427239,2,19
14427262,1,20
14427262,2,99
14427298,1,1
14427299,1,99
14427306,1,19
14427308,1,19
14427308,2,99
14427317,1,99
14427317,2,19
14428487,1,20
14428487,2,1
14428487,2,21
14428487,2,22
14428674,1,19
14428682,1,1
14428682,2,19
14428691,1,99
14428691,2,19
14428761,1,99
14428845,1,19
14428845,2,1
14428913,1,99
14428913,2,19
14428946,1,1
14428946,2,19
14428946,3,20
14428987,1,19
14429058,1,1
14429058,2,98
14429131,1,99
14429147,1,99
14429208,1,20
14429208,2,1
14429293,1,99
14429293,2,99
14429387,1,99
14429443,1,20
14431273,1,99
14431419,1,19
14431425,1,99
14431461,1,19
14431461,2,19
14431525,1,99
14431525,2,19
14431525,3,19
14431665,1,19
14431706,1,19
14431795,1,19
14431795,2,19
14431857,1,1
14431857,2,19
14433550,1,19
14433550,2,19
14433702,1,19
14433702,2,19
14433779,1,19
14433779,2,19
14433785,1,19
14433785,2,19
14433792,1,98
14433792,2,19
14433794,1,1
14433794,1,21
14433856,1,1
14433856,2,1
14433887,1,99
14434000,1,19
14434039,1,99
14434099,1,98
14434099,2,98
14434105,1,19
14434105,2,19
14434106,1,19
14434106,2,19
14434147,1,98
14434147,3,19
14434208,1,19
14434208,2,1
14434366,1,99
14434366,2,19
14434627,1,99
14434629,1,19
14434629,2,19
14434758,1,98
14434758,2,19
14435384,1,19
14435473,1,99
14435523,1,19
14435523,2,98
14435667,1,99
14435667,2,19
14435945,1,19
14435945,2,20
14435963,1,19
14435964,1,19
14435964,2,19
14435998,1,19
14435998,2,19
14436129,1,98
14436129,2,98
14436384,1,99
14436564,1,19
14436564,3,19
14436568,1,99
14436583,1,99
14436583,2,98
14436615,1,98
14436615,3,19
14436659,1,19
14436659,2,98
14436709,1,19
14436709,2,98
14436856,1,20
14436856,2,19
14436857,1,19
14436857,2,19
14436861,1,99
14436861,2,19
14436910,1,99
14436910,2,19
14436910,3,19
14437135,1,99
14437159,1,19
14437159,2,98
14437160,1,20
14437160,2,1
14437161,1,19
14437251,1,98
14437251,2,19
14437252,1,99
14437253,1,19
14437253,2,19
14437336,1,19
14437336,2,98
14437407,1,19
14437583,1,20
14437583,2,1
14439036,1,99
14439474,1,19
14439474,2,19
14439691,1,19
14439691,2,98
14439709,1,1
14439710,1,99
14439710,2,19
14439713,1,19
14439713,2,19
14439785,1,19
14439785,2,20
14439819,1,98
14440005,1,19
14440081,1,99
14440081,2,19
14440509,1,19
14440509,2,1
14440523,1,20
14440523,2,19
14441543,1,19
14441543,2,1
14441682,1,1
14441682,2,1
14442065,1,99
14442065,2,99
14442154,1,1
14442159,1,99
14442159,2,19
14442192,1,1
14442192,2,1
14442302,1,99
14442462,1,98
14442723,1,19
14442723,2,19
14443574,1,19
14443574,2,19
14443580,1,19
14443875,1,99
14443875,2,19
14443921,1,20
14443921,2,1
14443956,1,99
14444135,1,19
14444135,2,19
14444240,1,99
14444240,2,1
14444347,1,19
14444347,2,98
14444434,1,99
14444468,1,99
14444469,1,1
14444469,2,19
14444481,1,99
14444487,1,19
14444487,2,98
14444488,1,99
14444489,1,99
14444506,1,1
14444506,2,19
14444545,1,99
14444574,1,99
14444574,2,99
14444962,1,99
14444962,2,19
14445343,1,20
14445343,2,98
14445797,1,19
14445797,3,19
14446202,1,98
14446202,2,19
14446431,1,99
14446431,2,19
14446485,1,20
14446485,2,19
14446493,1,19
14446493,2,19
14446630,1,99
14446645,1,99
14446758,1,98
14446758,2,19
14446784,1,98
14446784,2,19
14446788,1,99
14446797,1,99
14446832,1,19
14446832,2,19
14446861,1,19
14446861,2,19
14446951,1,19
14447946,1,19
14448071,1,99
14448071,2,19
14448120,1,19
14448120,2,1
14448206,1,19
14448206,2,98
14448254,1,20
14448254,2,19
14448301,1,99
14448301,2,19
14448426,1,99
14448464,1,99
14448485,1,1
14448498,1,20
14448498,2,98
14448519,1,19
14448526,1,99
14448526,2,19
14448533,1,99
14448583,1,99
14449185,1,98
14449218,1,19
14449218,2,19
14449221,1,99
14449410,1,19
14449410,2,20
14449679,1,99
14449688,1,19
14449688,2,19
14449940,1,19
14450169,1,99
14450174,1,98
14450174,2,98
14450185,1,20
14450185,2,19
14450186,1,99
14450186,2,98
14450289,1,99
14450289,2,98
14450289,3,98
14450289,4,98
14450338,1,19
14450344,1,98
14450344,2,19
14450352,1,19
14450352,2,19
14450378,1,19
14450378,2,19
14450728,1,99
14450799,1,1
14450799,2,19
14450799,3,99
14450953,1,99
14451061,1,99
14451114,1,19
14451133,1,99
14451311,1,20
14451311,2,98
14451314,1,19
14451365,1,98
14451365,2,19
14452325,1,99
14452366,1,19
14452366,2,19
14452602,1,99
14452602,2,99
14452629,1,99
14452768,1,19
14452768,2,19
14452879,1,98
14452879,2,20
14453008,1,99
14453079,1,99
14453280,1,99
14453297,1,99
14453482,1,19
14453482,2,19
14453485,1,19
14453485,2,19
14453488,1,99
14453839,1,19
14453839,2,19
14453840,1,19
14453840,2,19
14453878,1,19
14453878,2,19
14454365,1,99
14454917,1,19
14454917,2,19
14455166,1,19
14455166,2,19
14455175,1,19
14455175,2,19
14455215,1,99
14455338,2,19
14455362,1,99
14455362,2,99
14455468,1,99
14455591,1,1
14455591,2,19
14455749,1,19
14455779,1,99
14455779,2,19
14455855,1,99
14455855,2,19
14455893,1,19
14456153,1,99
14456153,2,19
14456224,1,99
14456522,1,19
14456522,2,19
14456758,1,20
14457004,1,99
14457008,1,19
14457008,2,1
14457032,1,1
14457048,1,19
14457048,2,1
14457054,1,19
14457054,2,98
14457207,1,19
14457207,2,1
14457292,1,98
14457427,1,33
14457427,3,1
14457486,1,99
14457545,1,99
14457545,2,19
14457563,1,19
14457573,1,19
14457573,2,19
14457574,1,99
14457576,1,19
14457576,2,19
14457658,1,98
14457861,1,19
14457861,2,19
14457925,1,20
14457925,2,19
14458046,1,99
14459089,1,99
14459089,2,99
14459431,1,99
14459526,1,19
14459526,2,19
14459572,1,98
14459572,2,19
14459573,1,19
14459573,2,19
14459628,1,98
14459628,2,19
14459681,1,19
14459681,2,19
14459789,1,99
14459789,2,19
14459791,1,99
14459791,2,19
14459802,1,19
14459802,2,98
14459840,1,19
14459879,1,20
14459879,2,19
14459922,1,19
14460156,1,19
14460156,2,98
14460335,1,19
14460335,2,98
14460521,1,19
14460554,1,98
14460554,2,19
14460663,1,19
14460663,2,20
14461112,1,99
14461114,1,20
14461114,2,19
14461191,1,98
14461191,2,19
14461197,1,99
14461197,2,19
14461362,1,98
14461362,2,98
14461486,1,19
14461486,2,98
14461487,1,19
14461487,2,19
14461534,1,19
14461534,2,19
14461553,1,19
14461604,1,19
14461626,1,19
14462394,1,19
14462394,2,19
14462397,1,1
14462397,2,19
14462457,1,1
14462457,2,1
14462538,1,19
14462669,1,99
14462669,2,19
14462698,1,1
14462698,2,19
14462700,1,99
14462700,3,19
14462742,1,1
14462742,1,23
14462742,2,1
14462844,1,20
14462844,2,19
14462844,3,99
14462859,1,99
14462893,1,99
14462902,1,99
14462902,2,19
14462942,1,99
14463016,1,99
14463016,2,98
14463132,1,99
14463441,1,20
14463441,2,19
14463497,1,99
14463497,2,99
14463550,1,19
14463550,2,19
14463550,3,20
14463550,4,19
14463550,5,19
14463555,1,19
14463555,2,19
14463680,1,98
14463680,2,19
14463796,1,19
14464104,1,19
14464104,2,20
14464222,1,20
14464222,2,19
14464670,1,19
14464670,2,98
14464954,1,99
14465215,1,99
14465215,2,99
14465273,1,98
14465273,3,19
14465360,1,99
14465360,2,99
14465452,1,99
14465477,1,19
14465477,2,1
14465822,1,1
14465981,1,1
14465981,2,19
14466052,1,19
14466052,2,99
14466975,1,98
14467088,1,99
14467178,1,19
14467178,2,19
14467205,1,99
14467205,2,19
14467345,1,19
14467345,2,19
14467347,1,99
14467369,1,19
14467369,2,19
14467666,1,20
14467666,2,98
14467679,1,99
14467679,2,98
14467839,1,19
14467839,2,19
14467846,1,98
14468703,1,98
14468703,3,1
14469139,1,99
14469255,1,1
14469255,2,19
14469258,1,99
14469258,2,98
14469344,1,19
14469344,2,19
14469483,1,98
14469483,2,19
14469484,1,19
14469718,1,99
14469719,1,99
14469719,2,99
14469760,1,99
14470001,1,19
14470001,2,19
14470003,1,99
14470003,2,19
14471042,1,99
14471042,2,19
14471109,1,99
14471138,1,19
14471138,2,98
14471194,1,20
14471194,2,19
14471202,1,99
14471243,1,23
14471319,1,98
14471319,2,19
14471319,3,19
14471454,1,19
14471469,1,99
14471471,1,20
14471496,1,19
14471496,2,20
14471503,1,19
14471552,1,99
14471952,1,1
14471952,2,19
14472042,1,99
14472045,1,99
14472045,2,98
14472052,1,19
14472052,2,98
14472052,3,98
14472130,1,20
14472293,1,19
14472293,2,19
14472298,1,19
14472298,2,19
14472298,3,98
14472298,4,99
14472302,1,19
14472302,2,99
14472309,1,99
14472316,1,20
14472316,2,19
14472318,1,99
14472318,2,19
14472765,1,99
14472765,2,19
14473373,1,99
14473373,2,19
14474031,1,19
14474031,2,19
14474062,1,19
14474062,2,19
14474069,1,98
14474655,1,99
14474655,2,19
14474656,1,98
14474735,1,99
14474824,1,98
14474824,2,19
14474941,1,99
14474973,1,20
14474973,2,99
14474980,1,1
14474980,2,19
14474985,1,98
14474988,1,99
14474988,2,19
14475024,1,19
14475024,2,98
14475120,1,99
14475596,1,19
14475710,1,99
14476236,1,99
14476236,2,98
14476509,1,99
14476571,1,99
14476614,1,99
14476614,2,19
14476750,1,98
14476750,2,19
14476800,1,99
14476829,1,99
14476872,1,99
14476872,2,19
14477202,1,99
14477202,2,99
14477224,1,19
14477224,2,19
14477241,1,99
14477279,1,99
14477346,1,20
14477346,2,19
14477389,1,19
14477389,2,19
14477718,1,99
14477838,1,19
14477838,2,19
14478837,1,19
14478904,1,1
14478904,2,19
14479094,1,99
14479094,2,1
14479094,2,9
14479094,2,43
14479148,1,98
14479148,3,19
14479593,1,99
14479593,2,19
14479634,1,99
14479634,2,19
14479873,1,20
14480011,1,99
14480011,2,1
14480016,1,19
14481454,1,1
14481454,2,19
14481585,1,99
14481585,2,19
14481908,1,99
14481909,1,99
14481925,1,19
14481925,2,19
14482036,1,99
14482036,2,19
14482156,1,99
14482156,2,98
14482220,1,19
14482226,1,19
14482226,2,1
14482226,2,10
14482743,1,99
14482743,2,98
14483652,1,99
14483741,1,98
14483741,2,1
14483780,1,99
14483987,1,99
14483987,2,19
14484090,1,19
14484090,2,19
14484101,1,99
14484101,2,19
14484128,1,99
14484130,1,19
14484130,2,19
14484263,1,19
14484263,2,19
14484266,1,20
14484266,2,98
14484337,1,19
14484337,2,19
14484364,1,99
14484364,2,19
14484364,3,99
14484703,1,19
14484703,2,19
14484704,1,19
14484704,2,98
14484707,1,19
14484707,2,19
14484815,1,99
14484815,2,19
14484841,1,19
14484841,2,19
14484842,1,19
14484842,2,19
14484842,3,19
14484944,1,14
14484944,2,20
14485313,1,19
14485313,2,19
14485589,1,19
14485589,2,20
14485589,3,19
14485981,1,99
14485981,2,19
14486769,1,99
14487580,1,19
14487580,2,19
14488040,1,19
14488040,2,19
14489547,1,99
14489566,1,99
14489566,2,19
14489594,1,99
14489648,1,99
14489679,1,19
14489679,2,19
14489841,1,99
14489845,1,99
14489845,2,19
14489887,1,20
14490005,1,99
14490076,1,99
14490079,1,99
14490079,2,19
14490169,1,19
14490169,2,1
14490252,1,99
14490290,1,99
14490298,1,98
14490298,2,98
14490316,1,98
14490316,2,19
14490322,1,99
14490380,1,19
14490380,2,19
14490382,1,19
14490597,1,19
14490597,2,19
14491397,1,1
14491913,1,19
14491913,2,1
14492004,1,99
14492005,1,19
14492005,2,19
14492086,1,98
14492105,1,99
14492111,1,99
14492111,2,99
14492125,1,19
14492125,2,19
14492126,1,99
14492126,2,19
14492263,1,19
14492263,2,19
14492311,1,99
14492374,1,99
14492434,1,19
14492434,2,20
14492526,1,98
14492526,2,1
14492667,1,99
14492669,1,19
14492669,3,1
14492670,1,98
14492848,1,99
14492859,1,20
14492859,2,19
14493508,1,19
14493508,2,19
14493743,1,20
14493743,2,98
14493765,1,99
14493815,1,99
14493815,2,1
14493822,1,20
14493861,1,99
14493861,2,19
14494022,1,99
14494060,1,19
14494089,1,19
14494163,1,20
14494163,2,19
14494179,1,19
14494179,2,19
14494465,1,19
14494771,1,19
14495362,1,99
14495362,2,1
14495402,1,99
14495419,1,21
14495419,2,98
14495454,1,99
14495475,1,99
14495475,2,99
14495494,1,99
14495494,2,19
14495495,1,19
14495495,2,19
14495524,1,19
14495524,2,19
14495684,1,99
14495746,1,99
14495773,1,99
14495773,2,99
14496040,1,19
14496040,2,19
14496116,1,19
14496116,2,19
14496359,1,19
14496385,1,99
14496385,2,19
14496459,1,98
14496459,3,98
14496462,1,98
14496462,2,19
14496469,1,20
14496469,2,19
14496469,3,19
14496566,1,99
14496664,1,19
14496823,1,19
14496823,2,19
14497160,1,99
14497160,2,1
14497172,1,19
14497172,2,20
14497329,1,99
14497329,2,98
14497368,1,99
14497477,1,19
14498286,1,98
14498286,4,19
14498630,1,99
14498741,1,99
14498778,1,19
14499161,1,99
14499299,1,99
14499312,1,99
14499334,1,19
14499334,2,98
14499334,3,98
14499334,4,19
14499509,1,20
14499512,1,99
14499512,3,19
14499566,1,19
14500509,1,99
14500509,2,19
14500802,1,99
14500802,2,19
14501317,1,99
14501336,1,98
14501347,1,99
14501412,1,98
14501412,2,19
14501430,1,99
14501430,2,19
14501451,1,98
14501451,2,99
14501453,1,98
14501453,2,98
14501506,1,99
14501506,2,19
14501506,3,19
14501665,1,20
14501665,2,20
14501677,1,99
14501688,1,19
14501797,1,19
14502559,1,99
14502564,1,19
14502675,1,99
14502675,2,19
14502675,3,19
14502702,1,19
14502702,2,19
14502702,3,99
14502743,1,1
14502743,2,19
14502750,1,20
14502750,2,98
14502904,1,19
14502904,2,19
14503084,1,19
14503153,1,99
14503169,1,99
14503333,1,99
14503489,1,99
14503489,2,19
14503558,1,1
14503558,2,19
14503631,1,19
14503631,2,19
14503706,1,20
14504276,1,20
14504276,2,19
14504395,1,99
14504422,1,99
14504626,1,20
14504626,2,19
14504764,1,19
14504764,2,98
14504776,1,99
14504776,2,19
14504798,1,98
14504798,2,98
14504805,1,1
14504805,2,19
14504997,1,19
14504997,2,19
14505038,1,99
14505049,1,1
14505049,2,1
14505063,1,19
14505063,2,19
14505070,1,99
14505071,1,20
14505071,2,19
14505212,1,20
14505212,2,19
14505216,1,19
14505437,1,99
14506317,1,99
14506344,1,23
14506344,2,19
14506387,1,99
14506392,1,99
14506417,1,99
14506465,1,99
14506465,2,19
14506493,1,98
14506493,2,19
14506513,1,99
14506519,1,99
14506519,2,98
14506572,1,19
14506572,2,1
14506686,1,19
14506686,2,19
14506768,1,25
14506768,2,1
14506780,1,19
14506780,2,19
14506860,1,19
14506860,2,98
14506889,1,99
14506891,1,19
14506891,2,19
14506935,1,98
14506994,1,99
14507014,1,19
14507305,1,20
14508196,1,99
14508196,2,19
14508255,1,19
14508255,2,19
14508352,1,99
14508352,2,19
14509238,1,19
14509238,2,98
14509373,1,19
14509382,1,20
14509382,2,99
14509388,1,99
14509458,1,20
14509458,2,1
14509525,1,99
14509539,1,98
14509539,2,1
14509550,1,98
14509554,1,19
14509554,2,20
14509783,1,19
14509783,2,19
14509799,1,99
14509799,2,1
14509833,1,19
14509988,1,19
14509988,2,19
14509993,1,20
14509993,2,99
14509993,3,19
14510051,1,19
14510055,1,19
14510055,2,19
14510114,1,99
14510115,1,98
14510115,2,19
14511398,1,19
14511398,2,99
14511707,1,99
14511707,2,19
14511708,1,19
14511708,3,19
14511708,4,98
14511708,6,19
14511708,8,19
14511708,10,98
14511730,1,99
14511730,2,19
14511817,1,19
14511817,2,19
14511851,1,20
14511874,1,1
14511874,2,19
14512327,1,19
14512327,2,19
14512333,1,20
14512333,2,19
14512340,1,19
14512340,2,98
14512428,1,19
14512428,2,19
14512437,1,19
14512437,2,19
14513073,1,99
14513073,2,1
14513134,1,99
14513134,2,98
14513143,1,98
14513143,2,19
14513192,1,99
14513252,1,19
14513323,1,1
14513323,2,1
14513392,1,19
14513392,2,19
14513529,1,19
14513529,2,19
14513532,1,19
14513532,2,19
14513554,1,20
14513625,1,99
14513625,2,99
14513657,1,99
14513657,2,99
14513825,1,99
14513884,1,19
14513908,1,19
14513908,2,19
14513920,1,19
14513920,2,19
14514015,1,20
14514015,2,19
14514239,1,99
14514239,2,19
14514243,1,99
14514243,2,19
14514245,1,99
14514302,1,98
14514302,2,19
14515244,1,19
14515244,2,19
14515978,1,19
14515978,2,19
14516161,1,19
14516239,1,20
14516239,2,98
14516362,1,19
14516515,1,19
14516515,2,19
14516520,1,99
14516538,1,19
14516855,1,99
14516855,2,98
14516872,1,99
14517000,1,19
14517000,2,20
14517031,1,19
14517312,1,19
14517312,2,19
14517323,1,19
14517323,2,19
14517326,1,19
14517326,3,19
14517327,1,98
14517327,2,98
14517353,1,19
14517533,1,99
14517533,2,98
14517533,3,19
14517534,1,99
14517673,1,99
14517673,2,99
14517674,1,99
14517674,2,98
14517685,1,98
14517685,4,98
14518294,1,19
14519983,1,1
14519983,2,19
14520095,1,19
14520110,1,19
14520110,2,1
14520276,1,19
14520276,2,19
14520394,1,19
14520394,2,1
14520399,1,99
14520399,2,19
14520723,1,19
14520729,1,99
14520875,1,99
14520875,2,19
14520891,1,19
14521057,1,19
14521057,2,19
14521122,1,19
14521211,1,99
14521211,2,19
14521214,1,19
14521214,2,98
14522235,1,99
14522235,2,19
14522236,1,98
14522236,2,19
14522237,1,19
14522237,2,19
14522344,1,98
14522344,2,19
14522556,1,99
14522805,1,99
14522805,2,99
14522879,1,99
14522879,2,98
14522884,1,98
14522884,2,19
14522886,1,19
14522886,2,20
14522924,1,20
14522924,2,19
14522949,1,20
14523117,1,99
14523140,1,99
14524516,1,99
14524525,1,99
14524525,2,19
14524526,1,19
14524526,2,19
14524762,1,19
14524767,1,19
14524767,2,19
14524892,1,19
14524901,1,19
14524901,2,99
14524928,1,19
14524928,2,19
14524928,3,98
14524928,4,19
14524929,1,20
14524929,2,19
14524951,1,20
14525084,1,20
14525084,2,19
14525097,1,98
14525097,2,19
14525133,1,19
14525133,2,19
14525594,1,99
14525594,2,19
14526050,1,98
14526050,2,19
14526245,1,99
14526245,2,20
14526272,1,99
14526272,2,19
14526333,1,99
14526375,1,19
14526405,1,98
14526473,1,19
14526474,1,99
14526515,1,20
14526515,2,19
14526733,1,20
14526733,2,19
14526763,1,19
14526763,2,19
14526811,1,19
14526811,2,19
14526910,1,19
14526949,1,19
14526949,2,19
14526969,1,98
14526969,2,19
14527830,1,98
14527830,2,19
14527878,1,99
14527878,2,19
14527968,1,99
14527968,2,19
14528183,1,99
14528183,2,19
14528233,1,99
14528282,1,19
14528282,2,19
14528287,1,19
14528287,2,98
14528305,1,99
14528329,1,99
14528339,1,98
14528339,2,19
14528340,1,19
14528431,1,19
14528431,2,19
14528626,1,20
14529066,1,20
14529083,1,99
14529083,2,19
14529371,1,19
14529394,1,99
14529422,1,1
14529422,2,98
14529423,1,99
14529472,1,64
14529521,1,99
14529580,1,99
14529640,1,1
14529640,2,19
14529640,3,99
14529671,1,99
14529671,2,19
14529672,1,19
14529672,2,19
14529675,1,19
14529675,2,19
14529676,1,99
14529676,2,19
14529678,1,99
14529678,2,99
14529692,1,20
14529692,2,98
14529755,1,19
14529784,1,20
14530890,1,99
14530890,2,19
14531078,1,99
14531166,1,99
14531166,2,99
14531219,1,64
14531219,2,19
14531219,3,19
14531248,1,99
14531318,1,19
14531318,2,19
14531361,1,99
14531361,2,99
14531576,1,99
14531583,1,19
14531583,2,98
14531693,1,99
14531728,1,99
14531892,1,99
14531948,1,19
14531967,1,98
14531968,1,98
14531968,2,20
14531973,1,99
14533076,1,99
14533099,1,19
14533099,2,19
14533234,1,19
14533234,2,19
14533322,1,19
14533322,2,1
14533372,1,19
14533372,2,98
14533427,1,99
14533427,2,19
14533445,1,98
14533464,1,20
14533464,2,19
14533466,1,99
14533505,1,20
14533665,1,99
14533665,2,64
14533727,1,99
14533739,1,19
14533739,2,19
14533823,1,98
14533823,2,19
14533823,3,98
14533823,4,98
14533932,1,98
14533999,1,20
14533999,2,1
14534007,1,20
14535064,1,99
14535095,1,19
14535095,2,20
14535282,1,99
14535282,2,19
14535515,1,99
14535515,2,99
14535570,1,99
14535599,1,19
14535599,2,19
14535701,1,99
14535874,1,99
14535874,2,19
14535968,1,99
14535968,2,19
14536401,1,19
14536401,2,19
14536764,1,99
14536767,1,98
14536767,2,19
14537049,1,99
14537134,1,19
14537134,2,19
14537184,1,98
14537184,2,19
14537300,1,99
14537393,1,99
14537633,1,1
14537652,1,19
14537652,2,19
14537653,1,19
14537653,2,19
14537889,1,19
14537905,1,1
14537905,2,98
14538689,1,19
14538689,2,19
14538972,1,19
14538972,2,19
14538981,1,1
14538981,2,1
14539401,1,1
14539401,1,64
14539401,2,1
14539411,1,1
14539411,2,1
14539411,2,64
14539501,1,99
14539638,1,99
14539638,2,1
14539643,1,19
14539643,2,19
14539927,1,1
14539927,2,1
14540236,1,19
14540236,2,19
14540635,1,19
14540929,1,99
14540929,2,98
14541005,1,19
14541005,2,19
14541393,1,99
14541393,2,1
14541399,1,99
14541405,1,99
14541405,2,1
14541405,3,19
14541413,1,99
14541418,1,99
14541892,1,99
14541892,2,20
14541892,3,1
14542174,1,99
14542583,1,19
14542590,1,99
14542663,1,99
14542759,1,1
14542759,2,19
14542824,1,19
14542824,2,19
14543043,1,20
14543043,2,19
14543075,1,99
14543075,2,99
14543088,1,99
14543105,1,20
14543105,2,98
14543105,3,1
14543105,3,64
14543174,1,19
14543174,2,98
14543268,1,19
14543269,1,20
14543273,1,99
14543274,1,99
14543274,2,99
14543275,1,99
14543275,2,19
14543276,1,21
14543276,2,19
14543300,1,19
14543300,2,19
14543317,1,19
14543374,1,99
14543374,2,98
14545348,1,99
14545808,1,99
14545818,1,19
14545818,2,19
14545928,1,99
14545994,1,99
14546079,1,19
14546079,2,19
14546237,1,19
14546237,2,19
14546253,1,19
14546253,2,19
14546377,1,20
14546377,2,19
14546384,1,20
14546385,1,19
14546385,2,19
14546496,1,19
14546496,2,19
14546890,1,20
14547233,1,99
14547233,2,99
14547431,1,99
14547550,1,99
14547565,1,19
14547565,2,19
14547631,1,99
14548640,1,20
14548640,2,1
14548851,1,20
14548851,2,98
14549065,1,99
14549065,2,19
14549070,1,99
14549070,2,19
14549261,1,99
14549261,2,98
14549339,1,19
14549339,2,98
14549340,1,19
14549341,2,19
14549343,1,99
14549343,2,19
14549370,1,20
14549370,2,19
14549458,1,19
14549458,2,19
14549577,1,19
14549577,2,98
14549733,1,19
14549801,1,19
14549801,2,98
14550445,1,99
14550466,1,99
14550537,1,19
14550537,2,19
14550583,1,99
14550583,2,99
14550691,1,99
14550846,1,99
14550875,1,19
14550875,3,1
14550967,1,99
